datetime;open;high;low;close
2025-06-16;3446;3455.7;3383;3383.53
2025-06-15;3453.7;3458.1;3453.6;3457.7
2025-06-14;3436.2;3447.7;3430;3438.1
2025-06-13;3382;3446.58;3379.82;3432.19
2025-06-12;3352.3;3398.78;3338.68;3381.9
2025-06-11;3321.7;3360.6;3315.45;3352.3
2025-06-10;3327.2;3348.99;3302.09;3323.47
2025-06-09;3315;3338.20996;3293.58;3327.6
2025-06-08;3316;3321.6;3315.3;3319.1
2025-06-07;3318.1;3324.7;3315.2;3317.9
2025-06-06;3353.1;3375.45;3307.1;3310.1
2025-06-05;3376.5;3403.33;3339.5;3353
2025-06-04;3354.3;3384.66;3343.75;3372.34
2025-06-03;3381.01;3392.07;3333.38;3354.3
2025-06-02;3296.6;3382.66;3295.29;3381.02
2025-06-01;3297.1;3298.5;3295.5;3295.5
2025-05-31;3295.8;3301.1;3291.5;3291.8
2025-05-30;3317.11;3323.8;3277.61;3288.52
2025-05-29;3291.2;3328.34;3249.59;3317.95
2025-05-28;3300;3325.27;3277;3291.4
2025-05-27;3345.6;3353.6;3288.25;3299.7
2025-05-26;3354.88;3356.51;3324;3346.6
2025-05-25;3360.6;3364.5;3359.7;3359.7
2025-05-24;3356.8;3359.5;3350.1;3355.7
2025-05-23;3298.7;3366;3287;3355.9
2025-05-22;3314.4;3345.31;3279.27;3294.79
2025-05-21;3285.4;3324.65;3284.6;3315.56
2025-05-20;3232;3295.54;3204.53;3285.1
2025-05-19;3229;3249.65;3206;3229.15
2025-05-18;3209.2;3212.4;3206.7;3208.3
2025-05-17;3209.6;3211.5;3199.3;3207.2
2025-05-16;3245;3252.5;3154.27;3209.7
2025-05-15;3181.2;3245.2;3120.92;3244.5
2025-05-14;3247.8;3256.97;3167.95;3181.2
2025-05-13;3237.6;3265.33;3215.92;3248.5
2025-05-12;3290;3305.79;3207.7;3235.24
2025-05-10;3326.9;3332.7;3320.7;3322
2025-05-09;3309.6;3347.26;3275;3323.64
2025-05-08;3366.7;3414.52;3288.91;3309.4
2025-05-07;3435;3440.4;3360.23;3366.6
2025-05-06;3340.6;3440;3323.53;3434.7
2025-05-05;3252.8;3341.1;3236.68;3335
2025-05-04;3255.7;3255.9;3252.6;3252.7
2025-05-03;3255.4;3259.8;3244.3;3257
2025-05-02;3250.3;3269.02;3223;3254.9
2025-05-01;3292.2;3293.6;3201.9;3238.64
2025-04-30;3317.2;3325.7;3267.16;3292
2025-04-29;3344;3347.15;3304.6;3317.6
2025-04-28;3319.8;3352.91;3274.3;3344.1
2025-04-27;3315.1;3324.6;3315.1;3321
2025-04-26;3316.6;3319.6;3309.9;3314
2025-04-25;3354.8;3376.8;3270.6;3316.3
2025-04-24;3303.9;3388.5;3298.9;3354.9
2025-04-23;3392.6;3403.1;3281.5;3303.3
2025-04-22;3423.49;3499.87;3381.2;3394.4
2025-04-21;3327.93;3430.47;3327.93;3422.8
2025-04-19;3326.27;3326.27;3326.27;3326.27
2025-04-18;3326.27;3326.27;3326.27;3326.27
2025-04-17;3344.05;3345.29;3283.94;3326.19
2025-04-14;3222.11011;3245.76001;3213.87988;3222.050049
2025-04-11;3177.28003;3245.36011;3176.51001;3238.18994
2025-04-10;3081.51001;3176.41992;3071.62012;3175.47998
2025-04-09;2984.53003;3099.46997;2970.13989;3083.16992
2025-04-08;2982.71997;3022.67993;2975.060059;2982.15991
2025-04-07;3029.89990;3055.63989;2956.90991;2982.030029
2025-04-05;3036.31006;3041.070068;3033.89990;3038.17993
2025-04-04;3107.71997;3136.28003;3016.16992;3036.47998
2025-04-03;3124.41992;3167.70996;3054.31006;3107.63989
2025-04-02;3118.67993;3135.77002;3107.89990;3124.19995
2025-04-01;3124.35010;3149.030029;3100.90991;3118.69995
2025-03-31;3093;3127.87988;3076.82007;3124.55005
2025-03-29;3080.85010;3086.18994;3080.85010;3085.28003
2025-03-28;3057.53003;3086.80005;3054.25;3080.96997
2025-03-27;3017.31006;3059.58008;3017.23999;3057.58008
2025-03-26;3019.65991;3032.13989;3012.44995;3017.20996
2025-03-25;3006.19995;3036.050049;3005.73999;3019.63989
2025-03-24;3023.30005;3033.38989;3002.62012;3006.18994
2025-03-22;3020.040039;3024.14990;3020.030029;3023.85010
2025-03-21;3044.81006;3047.51001;2999.47998;3019.94995
2025-03-20;3047.82007;3057.36011;3025.76001;3044.82007
2025-03-19;3035.77002;3051.98999;3022.95996;3047.87988
2025-03-18;3000.39990;3038.33008;2999.60010;3035.52002
2025-03-17;2987.85010;3001.22998;2982.33008;3000.37012
2025-03-15;2984.010010;2988.87988;2981.93994;2985.040039
2025-03-14;2983.12988;3004.94995;2978.59009;2984.020020
2025-03-13;2931.34009;2985.43994;2930.94995;2982.97998
2025-03-12;2918.36011;2940.60010;2906.22998;2931.37988
2025-03-11;2885.18994;2922.26001;2880.43994;2918.48999
2025-03-10;2912.41992;2918.28003;2880.39990;2885.37012
2025-03-08;2905.35010;2912.82007;2904.88989;2909.43994
2025-03-07;2913.85010;2930.42993;2896.83008;2905.45996
2025-03-06;2920.62012;2926.59009;2891.43994;2914.080078
2025-03-05;2915.95996;2929.85010;2894.44995;2920.62988
2025-03-04;2881.63989;2927.84009;2878.47998;2916.21997
2025-03-03;2873.30005;2893.020020;2859.020020;2881.69995
2025-03-01;2849.51001;2859.36011;2847.77002;2857.44995
2025-02-28;2879.37012;2885.22998;2832.77002;2849.79004
2025-02-27;2914;2920.85010;2868.090088;2879.27002
2025-02-26;2912.15991;2930.25;2890.89990;2913.97998
2025-02-25;2949.21997;2953.69995;2888.64990;2912.18994
2025-02-24;2939.67993;2956.26001;2921.5;2949.37988
2025-02-22;2933.31006;2938.35010;2932.16992;2936.080078
2025-02-21;2938.020020;2949.87012;2916.87012;2933.52002
2025-02-20;2931.77002;2954.88989;2924.39990;2937.97998
2025-02-19;2935.85010;2947.050049;2918.85010;2931.84009
2025-02-18;2899.33008;2936.95996;2892.12988;2935.85010
2025-02-17;2893.67993;2906.41992;2878.90991;2898.39990
2025-02-15;2880.67993;2886.25;2877.14990;2882.54004
2025-02-14;2926.92993;2940.10010;2878.94995;2880.76001
2025-02-13;2897.95996;2927.47998;2895.62012;2926.96997
2025-02-12;2900.26001;2909.12988;2864.22998;2897.92993
2025-02-11;2904.44995;2942.68994;2881.89990;2900.29004
2025-02-10;2861.39990;2911.43994;2860.44995;2904.41992
2025-02-08;2860.12988;2863.88989;2859.47998;2860.87012
2025-02-07;2854;2886.81006;2852.70996;2860.29004
2025-02-06;2863.65991;2873.27002;2834.35010;2854.050049
2025-02-05;2843.14990;2882.35010;2839.87012;2863.66992
2025-02-04;2818.29004;2845.51001;2807.37012;2843.10010
2025-02-03;2802.30005;2830.60010;2772.37988;2818.37012
2025-02-01;2796.070068;2802.58008;2794.37012;2798.52002
2025-01-31;2793.39990;2817.12012;2789.55005;2796.33008
2025-01-30;2755.20996;2798.47998;2752.75;2793.54004
2025-01-29;2764.85010;2766.30005;2744.90991;2755.32007
2025-01-28;2739.43994;2765.020020;2734.89990;2764.87012
2025-01-27;2765.66992;2772.61011;2730.59009;2739.37988
2025-01-25;2774.67993;2774.85010;2770.66992;2771.25
2025-01-24;2754.12012;2786.050049;2751.47998;2774.68994
2025-01-23;2755.44995;2758.83008;2735.96997;2754.19995
2025-01-22;2742.80005;2763.37988;2740.15991;2755.42993
2025-01-21;2707.44995;2745.96997;2702.87012;2742.95996
2025-01-20;2703.15991;2713.98999;2689.44995;2708.31006
2025-01-18;2703.21997;2704.27002;2699.40991;2702.86011
2025-01-17;2715.40991;2717.44995;2702.88989;2703.27002
2025-01-16;2694.10010;2724.77002;2690.10010;2715.37988
2025-01-15;2674.34009;2696.060059;2669.42993;2693.93994
2025-01-14;2658.97998;2676.35010;2658.85010;2674.37988
2025-01-13;2689.93994;2693.32007;2656.90991;2658.97998
2025-01-11;2685.94995;2693.47998;2684.71997;2690.15991
2025-01-10;2670.35010;2697.89990;2664.13989;2685.93994
2025-01-09;2658.36011;2678.15991;2655.72998;2670.22998
2025-01-08;2649.43994;2669.95996;2645.35010;2658.35010
2025-01-07;2634.46997;2664.26001;2633.070068;2649.44995
2025-01-06;2639.91992;2649.46997;2614.88989;2634.47998
2025-01-04;2639.42993;2640.85010;2636.83008;2639.48999
2025-01-03;2654.93994;2665.34009;2639.17993;2639.68994
2025-01-02;2625.14990;2660.44995;2621.78003;2654.78003
2025-01-01;2623.66992;2625.030029;2622.15991;2624.56006
2024-12-31;2607.15991;2627.57007;2602.69995;2623.84009
2024-12-30;2621.61011;2628.11011;2596.19995;2607.17993
2024-12-28;2620.68994;2622.28003;2612.82007;2621.89990
2024-12-27;2634.94995;2638.36011;2611.81006;2620.72998
2024-12-26;2616.29004;2639.12012;2615.22998;2635.060059
2024-12-24;2611.37988;2621.46997;2609.22998;2617.27002
2024-12-23;2622.87988;2633.30005;2608.18994;2611.27002
2024-12-21;2627.93994;2628.13989;2619.39990;2623.29004
2024-12-20;2596.98999;2631.77002;2589.80005;2627.94995
2024-12-19;2604.63989;2626.44995;2583.55005;2596.85010
2024-12-18;2645.44995;2651.80005;2604.28003;2604.28003
2024-12-17;2653.35010;2658.76001;2633.22998;2645.40991
2024-12-16;2649.14990;2664.47998;2643.64990;2653.36011
2024-12-14;2653.030029;2653.56006;2646.23999;2648.51001
2024-12-13;2683.070068;2692.76001;2652.31006;2653.070068
2024-12-12;2718.12012;2726.30005;2675.22998;2683.070068
2024-12-11;2692.010010;2721.13989;2675.55005;2718.11011
2024-12-10;2659.96997;2695.61011;2656.82007;2691.97998
2024-12-09;2643.19995;2676.43994;2627.59009;2660.31006
2024-12-07;2635.030029;2636.46997;2631.21997;2633.19995
2024-12-06;2629.90991;2645.67993;2613.85010;2634.89990
2024-12-05;2651.72998;2655.56006;2623.68994;2629.87988
2024-12-04;2640.90991;2657.13989;2632.68994;2651.80005
2024-12-03;2637.60010;2655.62012;2634.27002;2641.030029
2024-12-02;2649.37988;2651.55005;2621.98999;2637.69995
2024-11-29;2638.67993;2666.35010;2634.43994;2650.11011
2024-11-28;2634.77002;2649.69995;2621.020020;2637.38989
2024-11-27;2628.27002;2658.21997;2627.14990;2634.78003
2024-11-26;2625.92993;2641.98999;2605.35010;2628.11011
2024-11-25;2711.84009;2721.34009;2615.72998;2625.72998
2024-11-23;2708.14990;2716.30005;2705.15991;2716.080078
2024-11-22;2669.78003;2711.47998;2668.15991;2708.22998
2024-11-21;2650.86011;2673.55005;2647.30005;2669.72998
2024-11-20;2630.81006;2655.47998;2618.96997;2650.94995
2024-11-19;2609.84009;2639.48999;2608.31006;2630.77002
2024-11-18;2568.13989;2615.090088;2568.13989;2609.87988
2024-11-16;2563.92993;2563.96997;2559.98999;2563.070068
2024-11-15;2576.060059;2576.15991;2554.62012;2563.93994
2024-11-14;2581.060059;2581.42993;2536.89990;2576.020020
2024-11-13;2598.26001;2618.68994;2577.72998;2581.050049
2024-11-12;2619.35010;2626.98999;2589.89990;2598.27002
2024-11-11;2682.55005;2686.12988;2610.76001;2619.23999
2024-11-09;2687.14990;2688.63989;2682.97998;2684.19995
2024-11-08;2694.39990;2710.43994;2680.39990;2687.18994
2024-11-07;2667.15991;2700.38989;2643.77002;2694.44995
2024-11-06;2740.44995;2749.72998;2652.60010;2667.15991
2024-11-05;2738.39990;2750.010010;2724.78003;2740.47998
2024-11-04;2733.36011;2748.22998;2732.010010;2738.38989
2024-11-02;2734.31006;2736.91992;2733.39990;2736.39990
2024-11-01;2746.57007;2762.31006;2733.31006;2734.15991
2024-10-31;2787.55005;2790.10010;2731.64990;2746.56006
2024-10-30;2772.34009;2790.010010;2771.060059;2787.56006
2024-10-29;2742.59009;2774.80005;2740.12012;2772.27002
2024-10-28;2733.68994;2745.98999;2724.80005;2742.59009
2024-10-26;2742.60010;2747.68994;2742.57007;2747.62988
2024-10-25;2736.85010;2745.10010;2717.17993;2742.56006
2024-10-24;2716.18994;2743.31006;2714.30005;2736.81006
2024-10-23;2748.65991;2758.51001;2708.88989;2716.10010
2024-10-22;2720.060059;2748.89990;2718.93994;2748.71997
2024-10-21;2723.13989;2740.60010;2714.34009;2719.93994
2024-10-19;2719.85010;2722.60010;2719.31006;2721.67993
2024-10-18;2692.13989;2721.30005;2691.020020;2719.71997
2024-10-17;2674.98999;2696.76001;2673.19995;2692.11011
2024-10-16;2661.84009;2685.27002;2658.77002;2674.97998
2024-10-15;2652.62012;2668.93994;2638.22998;2661.81006
2024-10-14;2649.93994;2666.72998;2643.31006;2652.63989
2024-10-12;2656.35010;2657.31006;2654.77002;2657.26001
2024-10-11;2629.42993;2661.47998;2628.23999;2656.17993
2024-10-10;2609.27002;2631.40991;2604.17993;2629.34009
2024-10-09;2622.98999;2624.38989;2605.22998;2609.26001
2024-10-08;2643.32007;2652.97998;2604.88989;2622.90991
2024-10-07;2651.75;2659.64990;2637.87988;2643.31006
2024-10-04;2657.070068;2670.19995;2632.10010;2653.52002
2024-10-03;2658.52002;2662.88989;2640.10010;2656.19995
2024-10-02;2661.94995;2663.32007;2641.27002;2658.80005
2024-10-01;2633.37988;2673.12012;2632.38989;2663.42993
2024-09-30;2661.73999;2666.050049;2624.77002;2634.72998
2024-09-27;2671.87988;2674.14990;2643.18994;2658.32007
2024-09-26;2657.56006;2685.61011;2655.13989;2672.43994
2024-09-25;2658.67993;2670.52002;2649.86011;2657.15991
2024-09-24;2627.17993;2664.37988;2622.81006;2657.13989
2024-09-23;2620.96997;2634.85010;2613.97998;2628.54004
2024-09-20;2586.26001;2625.82007;2584.88989;2622.27002
2024-09-19;2557.37988;2594.89990;2551.38989;2586.78003
2024-09-18;2569.48999;2600.15991;2547.15991;2559.37988
2024-09-17;2582.58008;2586.98999;2560.89990;2569.58008
2024-09-16;2578.28003;2589.68994;2575.31006;2582.51001
2024-09-13;2558.31006;2586.10010;2556.76001;2579.010010
2024-09-12;2512.32007;2560.10010;2511.11011;2558.75
2024-09-11;2516.42993;2528.86011;2501.090088;2511.51001
2024-09-10;2506.31006;2518.42993;2500.22998;2516.64990
2024-09-09;2497.050049;2507.21997;2485.71997;2506.31006
2024-09-06;2516.82007;2529.18994;2485.26001;2497.44995
2024-09-05;2495.45996;2523.22998;2493.90991;2516.76001
2024-09-04;2492.71997;2500.19995;2472.020020;2495.64990
2024-09-03;2499.37988;2506.28003;2473.68994;2492.97998
2024-09-02;2502.65991;2507.35010;2490.12012;2499.46997
2024-08-30;2521.030029;2526.80005;2494.34009;2503.44995
2024-08-29;2504.94995;2528.64990;2503.68994;2521.16992
2024-08-28;2525.27002;2529.010010;2493.71997;2504.72998
2024-08-27;2518.070068;2525.97998;2503.63989;2524.58008
2024-08-26;2512.12012;2526.85010;2508.78003;2518.040039
2024-08-23;2485.12012;2518.36011;2484.48999;2512.40991
2024-08-22;2511.96997;2514.68994;2470.90991;2484.80005
2024-08-21;2513.46997;2520.020020;2494.46997;2512.40991
2024-08-20;2503.42993;2531.71997;2497.38989;2514.020020
2024-08-19;2506.40991;2507.46997;2485.82007;2504.31006
2024-08-16;2456.19995;2509.72998;2450.82007;2507.69995
2024-08-15;2448.080078;2470.090088;2432.28003;2456.48999
2024-08-14;2466.90991;2479.81006;2438.26001;2448.020020
2024-08-13;2470.82007;2476.98999;2458.56006;2465.060059
2024-08-12;2428.30005;2473.19995;2423.89990;2472.13989
2024-08-09;2426.84009;2437.10010;2416.97998;2431.13989
2024-08-08;2382.36011;2427.64990;2381.070068;2427.27002
2024-08-07;2390.090088;2406.97998;2379.070068;2383.10010
2024-08-06;2410.76001;2418.35010;2381.84009;2389.89990
2024-08-05;2441.28003;2458.53003;2364.42993;2410.11011
2024-08-02;2446.51001;2477.72998;2411.19995;2442.67993
2024-08-01;2448.92993;2462.27002;2430.36011;2446.39990
2024-07-31;2409.73999;2450.96997;2403.94995;2447.51001
2024-07-30;2382.85010;2412.82007;2376.55005;2411.050049
2024-07-29;2388.010010;2403.25;2369.81006;2383.57007
2024-07-26;2364.33008;2390.80005;2355.87988;2387.070068
2024-07-25;2398.12012;2401.31006;2353.22998;2364.71997
2024-07-24;2408.85010;2431.98999;2396.86011;2397.29004
2024-07-23;2397.060059;2412.090088;2388.37988;2409.67993
2024-07-22;2403.84009;2412.15991;2384.020020;2396.57007
2024-07-19;2445.46997;2445.61011;2393.98999;2400.78003
2024-07-18;2458.90991;2474.93994;2440.47998;2445.090088
2024-07-17;2468.59009;2483.73999;2451.64990;2458.65991
2024-07-16;2421.97998;2469.60010;2420.070068;2468.67993
2024-07-15;2411.66992;2439.53003;2401.36011;2422.28003
2024-07-12;2414.85010;2418.31006;2391.53003;2411.11011
2024-07-11;2372.12012;2424.60010;2371.27002;2415.35010
2024-07-10;2364.42993;2386.68994;2363.32007;2371.37988
2024-07-09;2359.13989;2370.93994;2349.62012;2363.82007
2024-07-08;2389.57007;2391.19995;2351.23999;2359.20996
2024-07-05;2356.80005;2392.96997;2349.80005;2391.62012
2024-07-04;2357.030029;2362.55005;2350.81006;2357.44995
2024-07-03;2330.16992;2364.93994;2327.060059;2356.13989
2024-07-02;2332.22998;2336.78003;2319.42993;2329.46997
2024-07-01;2324.64990;2338.56006;2318.67993;2331.72998
2024-06-28;2327.60010;2339.71997;2319.18994;2326.68994
2024-06-27;2298.63989;2330.93994;2296.60010;2327.62012
2024-06-26;2319.38989;2324.020020;2293.80005;2298.26001
2024-06-25;2334.010010;2337.14990;2315.60010;2319.57007
2024-06-24;2321.43994;2334.68994;2317.78003;2334.38989
2024-06-21;2360.53003;2368.77002;2316.82007;2321.51001
2024-06-20;2330.22998;2365.53003;2327.81006;2360.15991
2024-06-19;2329.82007;2335.030029;2323.93994;2328.26001
2024-06-18;2320.060059;2333.14990;2306.65991;2329.47998
2024-06-17;2329.010010;2329.69995;2310.060059;2319.11011
2024-06-14;2303.18994;2336.63989;2301.62012;2332.79004
2024-06-13;2324.46997;2326.76001;2295.71997;2303.93994
2024-06-12;2316.62012;2341.67993;2310.82007;2324.97998
2024-06-11;2312.020020;2319.96997;2297.82007;2316.86011
2024-06-10;2297.34009;2313.82007;2287.86011;2310.97998
2024-06-07;2376.70996;2387.77002;2286.87988;2294.010010
2024-06-06;2357.050049;2378.47998;2353.64990;2375.89990
2024-06-05;2327.69995;2357.39990;2325.97998;2355.30005
2024-06-04;2351.92993;2352.80005;2315.72998;2327.010010
2024-06-03;2326.42993;2354.72998;2314.80005;2350.72998
2024-05-31;2344.26001;2359.71997;2320.64990;2327.38989
2024-05-30;2338.15991;2351.81006;2322.72998;2343.10010
2024-05-29;2362.39990;2362.59009;2334.71997;2338.26001
2024-05-28;2352.070068;2364.090088;2340.43994;2361.28003
2024-05-27;2340.27002;2358.46997;2334.57007;2350.97998
2024-05-24;2328.86011;2347.31006;2325.47998;2334.020020
2024-05-23;2378.97998;2383.77002;2327.27002;2328.62012
2024-05-22;2420.96997;2426.55005;2375.070068;2378.75
2024-05-21;2427.40991;2433.88989;2406.32007;2420.87988
2024-05-20;2417.78003;2450.060059;2407.56006;2426.36011
2024-05-17;2377.60010;2422.77002;2374.10010;2414.69995
2024-05-16;2391.92993;2397.39990;2371.10010;2377.89990
2024-05-15;2358.19507;2390.36011;2351.82007;2386.042480
2024-05-14;2338.38989;2359.65991;2334.93994;2355.87988
2024-05-13;2360.37988;2364.56006;2332.37988;2338.44995
2024-05-10;2346.26001;2378.44824;2345.25488;2360.14355
2024-05-09;2309.040039;2347.59497;2306.66504;2345.88452
2024-05-08;2315.39990;2321.42993;2303.73999;2309.050049
2024-05-07;2326.31006;2329.97998;2310.10010;2315.19995
2024-05-06;2293.97998;2331.97998;2291.90991;2326.14990
2024-05-03;2303.19507;2321.63989;2277.46509;2301.55688
2024-05-02;2319.88501;2326.57056;2285.58008;2303.28760
2024-05-01;2285.90991;2328.39502;2281.66016;2317.88257
2024-04-30;2335.10498;2336.54492;2284.57495;2284.57495
2024-04-29;2337.5;2346.85498;2320.084961;2334.43579
2024-04-26;2332.15991;2352.62012;2326.30078;2337.71509
2024-04-25;2316.19995;2344.86304;2305.28418;2331.78198
2024-04-24;2322.18994;2337.15503;2311.89502;2315.82202
2024-04-23;2326.62012;2334.48242;2291.39502;2321.81445
2024-04-22;2388.19507;2388.71729;2325.29492;2326.28589
2024-04-19;2378.60010;2417.79492;2372.95630;2390.45166
2024-04-18;2360.73999;2392.84497;2360.69629;2378.25073
2024-04-17;2383.19995;2395.625;2354.84497;2360.80566
2024-04-16;2382.86011;2398.34497;2362.94995;2382.83179
2024-04-15;2343.86011;2387.59497;2324.59497;2382.50781
2024-04-12;2373.59009;2431.53345;2333.89502;2343.42554
2024-04-11;2333.16992;2377.79736;2325.84497;2373.23779
2024-04-10;2352.90991;2360.14917;2319.54492;2332.79443
2024-04-09;2339.23999;2365.34497;2336.93970;2352.57666
2024-04-08;2321.99512;2354.094971;2302.85742;2338.89087
2024-04-05;2289.87988;2330.34009;2267.85156;2329.5
2024-04-04;2299.62012;2305.30884;2280.14502;2289.42871
2024-04-03;2279.57495;2301.22070;2265.5;2299.17017
2024-04-02;2250.87988;2281.16870;2246.78613;2280.095703
2024-04-01;2239.59497;2265.85547;2228.54492;2250.35571
2024-03-28;2194.18994;2235.89502;2187.33130;2232.37573
2024-03-27;2179.025146;2197.70508;2173.59497;2194.024902
2024-03-26;2171.82495;2200.14502;2167.74512;2178.58374
2024-03-25;2165.79492;2181.29834;2163.5;2171.45215
2024-03-22;2181.49512;2186.24512;2157.14502;2164.14502
2024-03-21;2185.99512;2222.89502;2166.49512;2180.80713
2024-03-20;2158.29492;2188.89502;2149.59937;2185.95850
2024-03-19;2160.69507;2162.92700;2146.89990;2157.22583
2024-03-18;2155.99512;2163.64014;2146.050049;2159.98608
2024-03-15;2162.39502;2173.24512;2155.19360;2155.54272
2024-03-14;2174.29004;2177.095215;2152.85718;2161.014893
2024-03-13;2158.24512;2179.91406;2155.54492;2174.39990
2024-03-12;2182.99512;2184.85547;2150.59497;2157.98999
2024-03-11;2177.70508;2189.035889;2174.80005;2182.46997
2024-03-08;2159.39502;2195.20361;2154.082275;2177.51001
2024-03-07;2148.54492;2164.54492;2144.29175;2159.15869
2024-03-06;2127.94507;2152.29492;2123.64990;2148.29004
2024-03-05;2115.14502;2142.14502;2110.52490;2127.54541
2024-03-04;2082.094971;2119.94604;2079.44751;2114.98999
2024-03-01;2043.44495;2088.39502;2038.55005;2083.38989
2024-02-29;2034.92004;2050.79492;2027.75;2043.24414
2024-02-28;2030.045044;2038.29504;2024.56006;2034.62000
2024-02-27;2030.99500;2039.99500;2028.77502;2029.63782
2024-02-26;2034.49500;2037.59497;2025.10498;2030.65796
2024-02-23;2024.49500;2041.43274;2015.55005;2035.71765
2024-02-22;2025.24500;2034.84497;2019.69995;2024.11243
2024-02-21;2023.79504;2032.21570;2020.19495;2024.98999
2024-02-20;2017.99500;2030.96326;2015.021606;2023.52783
2024-02-19;2013.15503;2023.34497;2011.56995;2017.62524
2024-02-16;2004.39502;2015.25439;1995.25500;2013.10083
2024-02-15;1992.69495;2008.49500;1990.25110;2004.087524
2024-02-14;1992.54504;1996.14478;1984.29504;1992.39001
2024-02-13;2019.89502;2030.045044;1990.18787;1992.13306
2024-02-12;2024.52502;2028.094971;2011.91003;2019.79004
2024-02-09;2033.64502;2037.44495;2020.30115;2024.15698
2024-02-08;2034.54504;2038.94495;2019.75;2033.17786
2024-02-07;2035.89502;2044.65491;2030.64502;2034.21863
2024-02-06;2024.99500;2039.020020;2022.55005;2035.46228
2024-02-05;2039.90503;2042.32410;2014.40002;2024.67065
2024-02-02;2055.094971;2058.19507;2027.44995;2038.58997
2024-02-01;2037.59497;2065.41968;2029.55005;2054.090088
2024-01-31;2036.57996;2056.078369;2031.0018311;2037.18994
